classification,init_url,page_num
"服饰内衣,内衣,保暖内衣","http://list.jd.com/list.html?cat=1315,1345,1369",223
"家用电器,生活电器,加湿器","http://list.jd.com/list.html?cat=737,738,748",30
"服饰内衣,服饰配件,太阳镜","http://list.jd.com/list.html?cat=1315,1346,9790",333
"食品饮料,进口食品,粮油调味","http://list.jd.com/list.html?cat=1320,5019,5024",200
"钟表,钟表,智能手表","http://list.jd.com/list.html?cat=5025,5026,12417",28
"电脑、办公,办公设备,扫描设备","http://list.jd.com/list.html?cat=670,716,721",173
"珠宝首饰,时尚饰品,婚庆饰品","http://list.jd.com/list.html?cat=6144,6182,6194",262
"个护化妆,香水彩妆,睫毛膏","http://list.jd.com/list.html?cat=1316,1387,1424",119
"服饰内衣,女装,中老年女装","http://list.jd.com/list.html?cat=1315,1343,9721",296
"生鲜,水果,桔/橘","http://list.jd.com/list.html?cat=12218,12221,13567",8
"服饰内衣,服饰配件,防晒手套","http://list.jd.com/list.html?cat=1315,1346,12028",108
"运动户外,户外装备,户外工具","http://list.jd.com/list.html?cat=1318,1462,1479",201
"运动户外,户外鞋服,军迷服饰","http://list.jd.com/list.html?cat=1318,2628,12133",237
"汽车用品,维修保养,轮毂","http://list.jd.com/list.html?cat=6728,6742,11951",288
"运动户外,运动服饰,运动背心","http://list.jd.com/list.html?cat=1318,12102,12108",214
"家居家装,家纺,蚊帐","http://list.jd.com/list.html?cat=1620,1621,1632",171
"生鲜,水果,柠檬","http://list.jd.com/list.html?cat=12218,12221,13568",7
"服饰内衣,内衣,抹胸","http://list.jd.com/list.html?cat=1315,1345,9751",97
"珠宝首饰,水晶玛瑙,摆件/挂件","http://list.jd.com/list.html?cat=6144,6172,6187",257
"母婴,童装童鞋,亲子装","http://list.jd.com/list.html?cat=1319,11842,4937",219
"生鲜,水果,奇异果/猕猴桃","http://list.jd.com/list.html?cat=12218,12221,13556",13
"珠宝首饰,黄金,黄金耳饰","http://list.jd.com/list.html?cat=6144,6145,6150",84
"家用电器,生活电器,生活电器配件","http://list.jd.com/list.html?cat=737,738,12396",103
"数码,摄影摄像,数码相机","http://list.jd.com/list.html?cat=652,654,831",64
"运动户外,健身训练,踏步机","http://list.jd.com/list.html?cat=1318,1463,12859",139
"个护化妆,身体护理,磨砂膏","http://list.jd.com/list.html?cat=1316,1383,1403",12
"服饰内衣,服饰配件,防辐射眼镜","http://list.jd.com/list.html?cat=1315,1346,12019",80
"整车,全新整车,微型车","http://list.jd.com/list.html?cat=12379,12380,12381",4
"个护化妆,口腔护理,漱口水","http://list.jd.com/list.html?cat=1316,1384,1407",47
"服饰内衣,男装,牛仔裤","http://list.jd.com/list.html?cat=1315,1342,9735",333
"数码,数码配件,电池/充电器","http://list.jd.com/list.html?cat=652,829,854",220
"厨具,烹饪锅具,汤锅","http://list.jd.com/list.html?cat=6196,6197,6203",101
"家居家装,生活日用,洗晒/熨烫","http://list.jd.com/list.html?cat=1620,1624,1660",229
"个护化妆,洗发护发,脸部护理","http://list.jd.com/list.html?cat=1316,1386,1412",24
"厨具,烹饪锅具,蒸锅","http://list.jd.com/list.html?cat=6196,6197,6202",64
"个护化妆,身体护理,磨砂/浴盐","http://list.jd.com/list.html?cat=1316,1383,5162",7
"运动户外,户外鞋服,徒步鞋","http://list.jd.com/list.html?cat=1318,2628,12136",221
"母婴,洗护用品,洗发沐浴","http://list.jd.com/list.html?cat=1319,1527,1555",192
"钟表,钟表,闹钟","http://list.jd.com/list.html?cat=5025,5026,13670",78
"汽车用品,车载电器,车载生活电器","http://list.jd.com/list.html?cat=6728,6740,13250",210
"家居家装,生活日用,雨伞雨具","http://list.jd.com/list.html?cat=1620,1624,1656",335
"家用电器,生活电器,电话机","http://list.jd.com/list.html?cat=737,738,806",27
"数码,智能设备,智能家居","http://list.jd.com/list.html?cat=652,12345,12353",204
"汽车用品,安全自驾,储物箱","http://list.jd.com/list.html?cat=6728,6747,6801",333
"食品饮料,进口食品,冲调饮品","http://list.jd.com/list.html?cat=1320,5019,5023",222
"服饰内衣,服饰配件,光学镜架/镜片","http://list.jd.com/list.html?cat=1315,1346,9789",238
"珠宝首饰,时尚饰品,饰品配件","http://list.jd.com/list.html?cat=6144,6182,6195",241
"礼品箱包,精品男包,双肩包","http://list.jd.com/list.html?cat=1672,2576,12071",275
"玩具乐器,遥控/电动,轨道/助力","http://list.jd.com/list.html?cat=6233,6235,6249",201
"礼品箱包,礼品,工艺礼品","http://list.jd.com/list.html?cat=1672,2599,1445",314
"服饰内衣,男装,唐装/中山装","http://list.jd.com/list.html?cat=1315,1342,9741",210
"服饰内衣,女装,打底裤","http://list.jd.com/list.html?cat=1315,1343,9716",211
"家用电器,五金家装,仪器仪表","http://list.jd.com/list.html?cat=737,1277,6974",8
"食品饮料,茗茶,其它茶","http://list.jd.com/list.html?cat=1320,12202,12214",32
"整车,全新整车,小型车","http://list.jd.com/list.html?cat=12379,12380,12382",17
"运动户外,运动服饰,乒羽网服","http://list.jd.com/list.html?cat=1318,12102,12106",202
"服饰内衣,男装,西裤","http://list.jd.com/list.html?cat=1315,1342,9737",228
"厨具,茶具/咖啡具,咖啡具","http://list.jd.com/list.html?cat=6196,11143,11155",202
"玩具乐器,益智玩具,早教启智","http://list.jd.com/list.html?cat=6233,6271,6277",295
"母婴,洗护用品,日常护理","http://list.jd.com/list.html?cat=1319,1527,1559",226
"鞋靴,流行男鞋,凉鞋/沙滩鞋","http://list.jd.com/list.html?cat=11729,11730,6909",227
"玩具乐器,适用年龄,14岁以上","http://list.jd.com/list.html?cat=6233,6234,6244",88
"运动户外,户外装备,便携桌椅床","http://list.jd.com/list.html?cat=1318,1462,1478",227
"鞋靴,时尚女鞋,内增高","http://list.jd.com/list.html?cat=11729,11731,12063",209
"玩具乐器,娃娃玩具,智能娃娃","http://list.jd.com/list.html?cat=6233,6237,6259",116
"数码,影音娱乐,音箱/音响","http://list.jd.com/list.html?cat=652,828,841",270
"家居家装,家装软饰,钟饰","http://list.jd.com/list.html?cat=1620,11158,11966",136
"服饰内衣,内衣,文胸套装","http://list.jd.com/list.html?cat=1315,1345,12008",215
"个护化妆,清洁用品,纸品湿巾","http://list.jd.com/list.html?cat=1316,1625,1671",162
"礼品箱包,功能箱包,拉杆包","http://list.jd.com/list.html?cat=1672,2577,13543",221
"鞋靴,时尚女鞋,马丁靴","http://list.jd.com/list.html?cat=11729,11731,12060",227
"珠宝首饰,彩宝,红宝石/蓝宝石","http://list.jd.com/list.html?cat=6144,6174,13073",67
"珠宝首饰,木手串/把件,橄榄核/核桃","http://list.jd.com/list.html?cat=6144,12041,13080",229
"个护化妆,清洁用品,皮具护理","http://list.jd.com/list.html?cat=1316,1625,1670",202
"汽车用品,安全自驾,应急救援","http://list.jd.com/list.html?cat=6728,6747,6796",229
"电脑、办公,电脑整机,一体机","http://list.jd.com/list.html?cat=670,671,12798",140
"母婴,妈妈专区,妈咪包/背婴带","http://list.jd.com/list.html?cat=1319,4997,5002",164
"运动户外,运动鞋包,训练鞋","http://list.jd.com/list.html?cat=1318,12099,9759",216
"电脑、办公,办公设备,投影配件","http://list.jd.com/list.html?cat=670,716,5010",282
"手机,手机配件,手机支架","http://list.jd.com/list.html?cat=9987,830,12811",207
"汽车用品,维修保养,正时皮带","http://list.jd.com/list.html?cat=6728,6742,13244",65
"珠宝首饰,彩宝,碧玺","http://list.jd.com/list.html?cat=6144,6174,13072",96
"母婴,洗护用品,宝宝护肤","http://list.jd.com/list.html?cat=1319,1527,1556",204
"鞋靴,流行男鞋,男靴","http://list.jd.com/list.html?cat=11729,11730,6912",328
"图书,港台图书,文化/學術","http://list.jd.com/list.html?cat=1713,3296,6957",177
"数码,智能设备,体感车","http://list.jd.com/list.html?cat=652,12345,12354",27
"整车,二手车,豪华车（二手）","http://list.jd.com/list.html?cat=12379,13302,13308",16
"服饰内衣,服饰配件,女士腰带/礼盒","http://list.jd.com/list.html?cat=1315,1346,12030",203
"服饰内衣,服饰配件,贝雷帽","http://list.jd.com/list.html?cat=1315,1346,12024",93
"生鲜,水果,车厘子/樱桃","http://list.jd.com/list.html?cat=12218,12221,13557",4
"数码,摄影摄像,摄像机","http://list.jd.com/list.html?cat=652,654,833",71
"食品饮料,粮油调味,食用油","http://list.jd.com/list.html?cat=1320,1584,2676",107
"礼品箱包,功能箱包,旅行包","http://list.jd.com/list.html?cat=1672,2577,2588",207
"个护化妆,女性护理,卫生巾","http://list.jd.com/list.html?cat=1316,1385,1408",165
"玩具乐器,DIY玩具,情景玩具","http://list.jd.com/list.html?cat=6233,6279,6287",206
"玩具乐器,乐器,口琴/口风琴/竖笛","http://list.jd.com/list.html?cat=6233,6291,6302",110
"运动户外,户外鞋服,速干衣裤","http://list.jd.com/list.html?cat=1318,2628,12124",218
"鞋靴,时尚女鞋,拖鞋/人字拖","http://list.jd.com/list.html?cat=11729,11731,9775",237
"珠宝首饰,时尚饰品,项链","http://list.jd.com/list.html?cat=6144,6182,6188",251
"家用电器,大 家 电,家电配件","http://list.jd.com/list.html?cat=737,794,877",306
"家用电器,大 家 电,家庭影院","http://list.jd.com/list.html?cat=737,794,823",152
"家居家装,生活日用,保暖防护","http://list.jd.com/list.html?cat=1620,1624,11167",204
"食品饮料,休闲食品,糖果/巧克力","http://list.jd.com/list.html?cat=1320,1583,1594",237
"服饰内衣,男装,针织衫","http://list.jd.com/list.html?cat=1315,1342,1350",276
"运动户外,健身训练,跑步机","http://list.jd.com/list.html?cat=1318,1463,1484",227
"图书,烹饪/美食","http://list.jd.com/list.html?cat=1713,9278&jth=i",247
"汽车用品,维修保养,汽车喇叭","http://list.jd.com/list.html?cat=6728,6742,13245",51
"数码,影音娱乐,耳机/耳麦","http://list.jd.com/list.html?cat=652,828,842",206
"服饰内衣,内衣,休闲棉袜 ","http://list.jd.com/list.html?cat=1315,1345,12010",247
"礼品箱包,礼品,收藏品","http://list.jd.com/list.html?cat=1672,2599,1444",246
"珠宝首饰,彩宝,其他天然宝石","http://list.jd.com/list.html?cat=6144,6174,13077",147
"珠宝首饰,银饰,宝宝银饰","http://list.jd.com/list.html?cat=6144,6155,6159",195
"珠宝首饰,彩宝,项链/吊坠","http://list.jd.com/list.html?cat=6144,6174,6179",168
"生鲜,海鲜水产,贝类","http://list.jd.com/list.html?cat=12218,12222,12244",23
"母婴,妈妈专区,防溢乳垫","http://list.jd.com/list.html?cat=1319,4997,13292",24
"家用电器,五金家装,浴霸/排气扇","http://list.jd.com/list.html?cat=737,1277,900",5
"礼品箱包,精品男包,钥匙包","http://list.jd.com/list.html?cat=1672,2576,12073",71
"家居家装,家纺,枕芯","http://list.jd.com/list.html?cat=1620,1621,1628",203
"珠宝首饰,金银投资,投资金","http://list.jd.com/list.html?cat=6144,6146,6151",41
"汽车用品,汽车服务,功能升级","http://list.jd.com/list.html?cat=6728,12402,12404",24
"生鲜,水果,火龙果","http://list.jd.com/list.html?cat=12218,12221,13560",5
"汽车用品,安全自驾,胎压监测","http://list.jd.com/list.html?cat=6728,6747,11954",110
"生鲜,饮品甜品,冷藏果蔬汁","http://list.jd.com/list.html?cat=12218,13598,13601",3
"母婴,童车童床,扭扭车","http://list.jd.com/list.html?cat=1319,1528,4702",13
"家用电器,厨房小电,料理机","http://list.jd.com/list.html?cat=737,752,755",67
"运动户外,运动鞋包,乒羽网鞋","http://list.jd.com/list.html?cat=1318,12099,9760",203
"电脑、办公,文具/耗材,刻录碟片/附件","http://list.jd.com/list.html?cat=670,729,4838",8
"汽车用品,车载电器,车载影音","http://list.jd.com/list.html?cat=6728,6740,6965",50
"玩具乐器,动漫玩具,网游周边","http://list.jd.com/list.html?cat=6233,6264,6274",29
"玩具乐器,益智玩具,拖拉玩具","http://list.jd.com/list.html?cat=6233,6271,6278",47
"整车,二手车,MPV（二手）","http://list.jd.com/list.html?cat=12379,13302,13309",80
"钟表,钟表,座钟挂钟","http://list.jd.com/list.html?cat=5025,5026,12094",252
"家用电器,厨房小电,电饼铛","http://list.jd.com/list.html?cat=737,752,882",7
"礼品箱包,礼品,婚庆节庆","http://list.jd.com/list.html?cat=1672,2599,4942",229
"运动户外,垂钓用品,钓鱼配件","http://list.jd.com/list.html?cat=1318,12147,12151",311
"运动户外,健身训练,综合训练器","http://list.jd.com/list.html?cat=1318,1463,12109",236
"礼品箱包,婚庆,婚庆礼品/用品","http://list.jd.com/list.html?cat=1672,12059,7070",41
"手机,手机配件,创意配件","http://list.jd.com/list.html?cat=9987,830,868",233
"厨具,厨房配件,烘焙/烧烤","http://list.jd.com/list.html?cat=6196,6214,6216",228
"家居家装,灯具,落地灯","http://list.jd.com/list.html?cat=1620,1623,1653",5
"家用电器,个护健康,按摩器","http://list.jd.com/list.html?cat=737,1276,967",82
"服饰内衣,服饰配件,男士腰带/礼盒","http://list.jd.com/list.html?cat=1315,1346,12029",252
"整车,二手车,小型车（二手）","http://list.jd.com/list.html?cat=12379,13302,13304",160
"鞋靴,时尚女鞋,筒靴","http://list.jd.com/list.html?cat=11729,11731,9770",243
"家居家装,家装软饰,相框/照片墙","http://list.jd.com/list.html?cat=1620,11158,11162",213
"母婴,妈妈专区,待产护理","http://list.jd.com/list.html?cat=1319,4997,12198",131
"运动户外,运动鞋包,足球鞋","http://list.jd.com/list.html?cat=1318,12099,9758",235
"运动户外,户外装备,户外配饰","http://list.jd.com/list.html?cat=1318,1462,2629",258
"手机,手机配件,充电器/数据线","http://list.jd.com/list.html?cat=9987,830,861",17
"运动户外,户外装备,军迷用品","http://list.jd.com/list.html?cat=1318,1462,5152",173
"家用电器,五金家装,电工电料","http://list.jd.com/list.html?cat=737,1277,6978",4
"生鲜,海鲜水产,鱼类","http://list.jd.com/list.html?cat=12218,12222,12241",53
"礼品箱包,功能箱包,腰包/胸包","http://list.jd.com/list.html?cat=1672,2577,12076",211
"家用电器,个护健康,美容器","http://list.jd.com/list.html?cat=737,1276,795",69
"汽车用品,维修保养,减震器","http://list.jd.com/list.html?cat=6728,6742,13243",239
"礼品箱包,礼品,礼盒礼券","http://list.jd.com/list.html?cat=1672,2599,1446",24
"生鲜,蔬菜,根茎类","http://list.jd.com/list.html?cat=12218,13553,13575",26
"服饰内衣,服饰配件,钥匙扣","http://list.jd.com/list.html?cat=1315,1346,12033",156
"数码,影音娱乐,MP3/MP4","http://list.jd.com/list.html?cat=652,828,837",27
"钟表,钟表,欧美表","http://list.jd.com/list.html?cat=5025,5026,13668",281
"玩具乐器,动漫玩具,电影周边","http://list.jd.com/list.html?cat=6233,6264,6272",166
"电脑、办公,办公设备,打印机","http://list.jd.com/list.html?cat=670,716,717",220
"玩具乐器,模型玩具,收藏爱好","http://list.jd.com/list.html?cat=6233,6253,6263",233
"运动户外,户外鞋服,户外袜","http://list.jd.com/list.html?cat=1318,2628,12142",143
"图书,进口原版,Literature & Fiction（文学与虚构类）","http://list.jd.com/list.html?cat=1713,4855,4870",223
"家用电器,厨房小电,煮蛋器","http://list.jd.com/list.html?cat=737,752,902",7
"食品饮料,茗茶,养生茶","http://list.jd.com/list.html?cat=1320,12202,12211",49
"生鲜,冷冻食品,水饺/馄饨","http://list.jd.com/list.html?cat=12218,13591,13592",5
"食品饮料,地方特产,北京","http://list.jd.com/list.html?cat=1320,1581,2644",20
"运动户外,游泳用品,比基尼","http://list.jd.com/list.html?cat=1318,12154,12160",97
"汽车用品,赛事改装,车身强化","http://list.jd.com/list.html?cat=6728,13256,13264",81
"生鲜,猪牛羊肉,猪肉","http://list.jd.com/list.html?cat=12218,13581,12247",21
"厨具,烹饪锅具,炒锅","http://list.jd.com/list.html?cat=6196,6197,6199",138
"珠宝首饰,黄金,黄金手镯/手链/脚链","http://list.jd.com/list.html?cat=6144,6145,6148",206
"电脑、办公,文具/耗材,学生文具","http://list.jd.com/list.html?cat=670,729,1449",233
"厨具,酒店用品,酒店水具","http://list.jd.com/list.html?cat=6196,9182,9185",4
"运动户外,体育用品,排球","http://list.jd.com/list.html?cat=1318,1466,1699",41
"图书,进口原版,ELT（英语学习）","http://list.jd.com/list.html?cat=1713,4855,4864",167
"厨具,餐具,碗/碟/盘","http://list.jd.com/list.html?cat=6196,6227,6230",211
"厨具,水具酒具,玻璃杯","http://list.jd.com/list.html?cat=6196,6219,6221",215
"运动户外,运动鞋包,跑步鞋","http://list.jd.com/list.html?cat=1318,12099,9756",247
"数码,智能设备,其他配件","http://list.jd.com/list.html?cat=652,12345,12355",144
"母婴,童车童床,婴儿床垫","http://list.jd.com/list.html?cat=1319,1528,13293",5
"服饰内衣,男装,短裤","http://list.jd.com/list.html?cat=1315,1342,12004",256
"运动户外,健身训练,其他器械","http://list.jd.com/list.html?cat=1318,1463,12113",267
"个护化妆,身体护理,手足","http://list.jd.com/list.html?cat=1316,1383,2562",234
"鞋靴,时尚女鞋,高跟鞋","http://list.jd.com/list.html?cat=11729,11731,9772",251
"家居家装,家纺,床单/床笠","http://list.jd.com/list.html?cat=1620,1621,1629",203
"食品饮料,茗茶,红茶","http://list.jd.com/list.html?cat=1320,12202,12207",198
"家用电器,五金家装,水槽","http://list.jd.com/list.html?cat=737,1277,5004",3
"母婴,安全座椅,提篮式","http://list.jd.com/list.html?cat=1319,12193,12194",6
"汽车用品,维修保养,添加剂","http://list.jd.com/list.html?cat=6728,6742,11850",213
"电脑、办公,电脑配件,显卡","http://list.jd.com/list.html?cat=670,677,679",35
"数码,影音娱乐,专业音频","http://list.jd.com/list.html?cat=652,828,962",173
"生鲜,水果,柚子","http://list.jd.com/list.html?cat=12218,12221,13562",4
"运动户外,运动服饰,卫衣/套头衫","http://list.jd.com/list.html?cat=1318,12102,9764",240
"家用电器,大 家 电,Hi-Fi专区","http://list.jd.com/list.html?cat=737,794,12526",4
"母婴,童车童床,婴儿床","http://list.jd.com/list.html?cat=1319,1528,1564",43
"运动户外,健身训练,瑜伽用品","http://list.jd.com/list.html?cat=1318,1463,12114",234
"食品饮料,食品礼券,月饼","http://list.jd.com/list.html?cat=1320,2641,2642",10
"家用电器,生活电器,干衣机","http://list.jd.com/list.html?cat=737,738,12395",11
"服饰内衣,服饰配件,耳罩/耳包","http://list.jd.com/list.html?cat=1315,1346,12036",64
"服饰内衣,内衣,大码内衣","http://list.jd.com/list.html?cat=1315,1345,12011",32
"珠宝首饰,翡翠玉石,挂件/摆件/把件","http://list.jd.com/list.html?cat=6144,6167,6175",239
"整车,二手车,中大型车（二手）","http://list.jd.com/list.html?cat=12379,13302,13307",76
"家居家装,灯具,吊灯","http://list.jd.com/list.html?cat=1620,1623,1651",27
"礼品箱包,奢侈品,腰带","http://list.jd.com/list.html?cat=1672,2615,9189",251
"玩具乐器,娃娃玩具,芭比娃娃","http://list.jd.com/list.html?cat=6233,6237,6257",203
"个护化妆,女性护理,脱毛膏","http://list.jd.com/list.html?cat=1316,1385,5150",28
"珠宝首饰,K金饰品,K金吊坠","http://list.jd.com/list.html?cat=6144,13062,13063",68
"电脑、办公,办公设备,考勤机","http://list.jd.com/list.html?cat=670,716,724",29
"数码,数码配件,存储卡","http://list.jd.com/list.html?cat=652,829,845",66
"手机,运营商,合约机","http://list.jd.com/list.html?cat=9987,6880,6881",11
"家居家装,家装软饰,创意家居","http://list.jd.com/list.html?cat=1620,11158,11969",220
"厨具,烹饪锅具,火锅","http://list.jd.com/list.html?cat=6196,6197,11976",47
"服饰内衣,内衣,秋衣秋裤","http://list.jd.com/list.html?cat=1315,1345,12015",203
"电脑、办公,电脑整机,笔记本","http://list.jd.com/list.html?cat=670,671,672",813
"运动户外,骑行运动,平衡车","http://list.jd.com/list.html?cat=1318,12115,12861",220
"个护化妆,洗发护发,美发工具","http://list.jd.com/list.html?cat=1316,1386,13550",44
"母婴,童装童鞋,凉鞋","http://list.jd.com/list.html?cat=1319,11842,11232",209
"厨具,刀剪菜板,菜刀","http://list.jd.com/list.html?cat=6196,6198,6209",94
"珠宝首饰,彩宝,坦桑石","http://list.jd.com/list.html?cat=6144,6174,13074",55
"食品饮料,茗茶,普洱","http://list.jd.com/list.html?cat=1320,12202,12204",201
"汽车用品,汽车装饰,头枕腰靠","http://list.jd.com/list.html?cat=6728,6745,11887",224
"个护化妆,清洁用品,清洁工具","http://list.jd.com/list.html?cat=1316,1625,1667",274
"珠宝首饰,K金饰品,K金戒指","http://list.jd.com/list.html?cat=6144,13062,13067",240
"汽车用品,赛事改装,悬挂系统","http://list.jd.com/list.html?cat=6728,13256,13260",10
"母婴,寝居服饰,安全防护","http://list.jd.com/list.html?cat=1319,6313,6317",84
"服饰内衣,男装,休闲裤","http://list.jd.com/list.html?cat=1315,1342,9736",332
"家用电器,生活电器,其它生活电器","http://list.jd.com/list.html?cat=737,738,825",44
"整车,二手车,面包车（二手）","http://list.jd.com/list.html?cat=12379,13302,13313",21
"运动户外,户外装备,滑雪装备","http://list.jd.com/list.html?cat=1318,1462,12144",179
"珠宝首饰,钻石,钻石耳饰","http://list.jd.com/list.html?cat=6144,6160,6164",96
"服饰内衣,女装,礼服","http://list.jd.com/list.html?cat=1315,1343,11996",217
"生鲜,冷冻食品,面点","http://list.jd.com/list.html?cat=12218,13591,13594",10
"运动户外,体育用品,网球","http://list.jd.com/list.html?cat=1318,1466,1696",162
"食品饮料,饮料冲调,成人奶粉","http://list.jd.com/list.html?cat=1320,1585,12201",40
"家用电器,生活电器,电风扇","http://list.jd.com/list.html?cat=737,738,751",29
"家用电器,生活电器,收录/音机","http://list.jd.com/list.html?cat=737,738,801",17
"汽车用品,维修保养,汽车玻璃","http://list.jd.com/list.html?cat=6728,6742,13246",8
"汽车用品,车载电器,安全预警仪","http://list.jd.com/list.html?cat=6728,6740,9959",33
"母婴,洗护用品,驱蚊防晒","http://list.jd.com/list.html?cat=1319,1527,1560",99
"电脑、办公,服务产品,延保服务","http://list.jd.com/list.html?cat=670,703,10969",9
"珠宝首饰,K金饰品,K金项链","http://list.jd.com/list.html?cat=6144,13062,13064",140
"服饰内衣,内衣,情侣睡衣","http://list.jd.com/list.html?cat=1315,1345,12006",212
"厨具,水具酒具,运动水壶","http://list.jd.com/list.html?cat=6196,6219,6850",32
"玩具乐器,DIY玩具,绘画工具","http://list.jd.com/list.html?cat=6233,6279,6283",209
"运动户外,户外鞋服,功能内衣","http://list.jd.com/list.html?cat=1318,2628,12132",228
"母婴,妈妈专区,防辐射服","http://list.jd.com/list.html?cat=1319,4997,4999",121
"汽车用品,安全自驾,摩托车","http://list.jd.com/list.html?cat=6728,6747,13270",223
"母婴,喂养用品,围兜/防溅衣","http://list.jd.com/list.html?cat=1319,1526,13286",60
"生鲜,水果,葡萄/提子","http://list.jd.com/list.html?cat=12218,12221,13561",3
"电脑、办公,外设产品,键盘","http://list.jd.com/list.html?cat=670,686,689",209
"图书,进口原版,Biographies & Memoirs（传记与自传）","http://list.jd.com/list.html?cat=1713,4855,4857",199
"礼品箱包,奢侈品,钱包","http://list.jd.com/list.html?cat=1672,2615,9187",260
"整车,全新整车,紧凑型车","http://list.jd.com/list.html?cat=12379,12380,12383",49
"手机,手机配件,手机耳机","http://list.jd.com/list.html?cat=9987,830,862",261
"汽车用品,汽车服务,车险","http://list.jd.com/list.html?cat=6728,12402,13664",3
"电脑、办公,办公设备,办公家具","http://list.jd.com/list.html?cat=670,716,11221",39
"生鲜,禽肉蛋品,其他禽类","http://list.jd.com/list.html?cat=12218,13586,13590",3
"个护化妆,身体护理,洗发护发","http://list.jd.com/list.html?cat=1316,1383,5148",24
"汽车用品,车载电器,吸尘器","http://list.jd.com/list.html?cat=6728,6740,6752",128
"服饰内衣,服饰配件,真皮手套","http://list.jd.com/list.html?cat=1315,1346,12026",211
"数码,数码配件,数码支架","http://list.jd.com/list.html?cat=652,829,12810",6
"服饰内衣,男装,羊毛衫","http://list.jd.com/list.html?cat=1315,1342,12089",230
"厨具,酒店用品,酒店餐具","http://list.jd.com/list.html?cat=6196,9182,9184",11
"汽车用品,车载电器,智能驾驶","http://list.jd.com/list.html?cat=6728,6740,12408",35
"汽车用品,美容清洗,补漆笔","http://list.jd.com/list.html?cat=6728,6743,9974",262
"运动户外,垂钓用品,渔具包","http://list.jd.com/list.html?cat=1318,12147,12152",127
"整车,二手车,微型车（二手）","http://list.jd.com/list.html?cat=12379,13302,13303",14
"家用电器,大 家 电,空调","http://list.jd.com/list.html?cat=737,794,870",24
"整车,全新整车,MPV","http://list.jd.com/list.html?cat=12379,12380,12388",22
"数码,数码配件,滤镜","http://list.jd.com/list.html?cat=652,829,835",249
"数码,电子教育,录音笔","http://list.jd.com/list.html?cat=652,12346,840",76
"服饰内衣,服饰配件,毛线帽","http://list.jd.com/list.html?cat=1315,1346,9793",217
"玩具乐器,乐器,工艺礼品乐器","http://list.jd.com/list.html?cat=6233,6291,6308",5
"运动户外,户外装备,极限户外","http://list.jd.com/list.html?cat=1318,1462,12145",207
"家居家装,家装软饰,花瓶花艺","http://list.jd.com/list.html?cat=1620,11158,11967",210
"珠宝首饰,木手串/把件,小叶紫檀","http://list.jd.com/list.html?cat=6144,12041,12047",245
"母婴,童装童鞋,裤子","http://list.jd.com/list.html?cat=1319,11842,11224",256
"整车,全新整车,中型车","http://list.jd.com/list.html?cat=12379,12380,12384",19
"汽车用品,维修保养,贴膜","http://list.jd.com/list.html?cat=6728,6742,6770",290
"钟表,钟表,钟表配件","http://list.jd.com/list.html?cat=5025,5026,13671",281
"礼品箱包,婚庆,婚嫁首饰","http://list.jd.com/list.html?cat=1672,12059,7066",4
"珠宝首饰,铂金,铂金戒指","http://list.jd.com/list.html?cat=6144,12040,12045",103
"食品饮料,茗茶,黑茶","http://list.jd.com/list.html?cat=1320,12202,12212",52
"玩具乐器,积木拼插,拼图","http://list.jd.com/list.html?cat=6233,6275,6282",207
"运动户外,垂钓用品,鱼竿鱼线","http://list.jd.com/list.html?cat=1318,12147,12148",236
"数码,摄影摄像,影棚器材","http://list.jd.com/list.html?cat=652,654,12344",222
"服饰内衣,男装,羊绒衫","http://list.jd.com/list.html?cat=1315,1342,9726",180
"家居家装,家纺,毛巾浴巾","http://list.jd.com/list.html?cat=1620,1621,1634",206
"礼品箱包,精品男包,卡包名片夹","http://list.jd.com/list.html?cat=1672,2576,13542",70
"数码,数码配件,闪光灯/手柄","http://list.jd.com/list.html?cat=652,829,836",36
"手机,手机配件,拍照配件","http://list.jd.com/list.html?cat=9987,830,12809",189
"图书,港台图书,藝術/設計","http://list.jd.com/list.html?cat=1713,6929,6930",64
"家居家装,家装软饰,香薰蜡烛","http://list.jd.com/list.html?cat=1620,11158,11968",97
"运动户外,运动服饰,夹克/风衣","http://list.jd.com/list.html?cat=1318,12102,9763",282
"运动户外,骑行运动,折叠车","http://list.jd.com/list.html?cat=1318,12115,12116",61
"厨具,厨房配件,饭盒/提锅","http://list.jd.com/list.html?cat=6196,6214,6218",93
"家用电器,大 家 电,功放","http://list.jd.com/list.html?cat=737,794,12524",7
"服饰内衣,男装,夹克","http://list.jd.com/list.html?cat=1315,1342,9730",334
"母婴,寝居服饰,婴儿内衣","http://list.jd.com/list.html?cat=1319,6313,11234",264
"个护化妆,面部护肤,乳液面霜","http://list.jd.com/list.html?cat=1316,1381,1391",272
"数码,影音娱乐,麦克风","http://list.jd.com/list.html?cat=652,828,869",202
"玩具乐器,积木拼插,积木","http://list.jd.com/list.html?cat=6233,6275,6280",258
"母婴,童装童鞋,功能鞋","http://list.jd.com/list.html?cat=1319,11842,11233",142
"生鲜,水果,水果礼盒/券","http://list.jd.com/list.html?cat=12218,12221,13572",7
"珠宝首饰,银饰,银手镯/手链/脚链","http://list.jd.com/list.html?cat=6144,6155,6157",220
"运动户外,体育用品,棋牌麻将","http://list.jd.com/list.html?cat=1318,1466,5155",251
"电脑、办公,游戏设备,游戏耳机","http://list.jd.com/list.html?cat=670,12800,12802",18
